# Program:featureCounts v1.6.2; Command:"/scratch/Arun/Projects/example/subread-1.6.2-source/bin/featureCounts" "-t" "gene" "-a" "/scratch/Arun/Reference/Drosophila_melanogaster/Flybase/dmel-all-r6.28.gtf" "-Q" "10" "-o" "gene_count_mq10.txt" "-T" "15" "FatBody_Control_oil_16.out.bam" "FatBody_Control_oil_17.out.bam" "FatBody_Control_oil_22.out.bam" "FatBody_Control_oil_8.out.bam" "FatBody_Oil_oil_18.out.bam" "FatBody_Oil_oil_19.out.bam" "FatBody_Oil_oil_23.out.bam" "FatBody_Oil_oil_9.out.bam" "FatBody_WaspExtract_oil_20.out.bam" "FatBody_WaspExtract_oil_21.out.bam" "FatBody_WaspExtract_oil_24.out.bam" "FatBody_WaspExtract_oil_4.out.bam" "Hemocytes_Control_oil_10.out.bam" "Hemocytes_Control_oil_13.out.bam" "Hemocytes_Control_oil_1.out.bam" "Hemocytes_Control_oil_5.out.bam" "Hemocytes_Oil_oil_11.out.bam" "Hemocytes_Oil_oil_14.out.bam" "Hemocytes_Oil_oil_2.out.bam" "Hemocytes_Oil_oil_6.out.bam" "Hemocytes_WaspExtract_oil_12.out.bam" "Hemocytes_WaspExtract_oil_15.out.bam" "Hemocytes_WaspExtract_oil_3.out.bam" "Hemocytes_WaspExtract_oil_7.out.bam" 
Geneid	Chr	Start	End	Strand	Length	FatBody_Control_oil_16.out.bam	FatBody_Control_oil_17.out.bam	FatBody_Control_oil_22.out.bam	FatBody_Control_oil_8.out.bam	FatBody_Oil_oil_18.out.bam	FatBody_Oil_oil_19.out.bam	FatBody_Oil_oil_23.out.bam	FatBody_Oil_oil_9.out.bam	FatBody_WaspExtract_oil_20.out.bam	FatBody_WaspExtract_oil_21.out.bam	FatBody_WaspExtract_oil_24.out.bam	FatBody_WaspExtract_oil_4.out.bam	Hemocytes_Control_oil_10.out.bam	Hemocytes_Control_oil_13.out.bam	Hemocytes_Control_oil_1.out.bam	Hemocytes_Control_oil_5.out.bam	Hemocytes_Oil_oil_11.out.bam	Hemocytes_Oil_oil_14.out.bam	Hemocytes_Oil_oil_2.out.bam	Hemocytes_Oil_oil_6.out.bam	Hemocytes_WaspExtract_oil_12.out.bam	Hemocytes_WaspExtract_oil_15.out.bam	Hemocytes_WaspExtract_oil_3.out.bam	Hemocytes_WaspExtract_oil_7.out.bam
FBgn0037985	3R	12033142	12035525	+	2384	37	29	426	4	51	69	110	43	54	163	153	152	1	14	1	0	0	0	0	69	0	0	49	0
FBgn0051361	3R	12094876	12111420	+	16545	57	16	344	6	41	51	66	28	60	115	128	143	1056	96	246	963	2090	681	833	554	407	285	795	628
FBgn0011905	3R	12131355	12131427	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0037995	3R	12197941	12199473	+	1533	4	0	66	1	7	19	14	6	5	19	23	17	0	2	0	0	0	0	0	7	0	0	11	0
FBgn0037994	3R	12192703	12195011	-	2309	6	7	95	0	7	18	19	11	12	38	40	31	0	2	3	0	0	0	0	16	0	0	15	0
FBgn0037993	3R	12138833	12158595	-	19763	2	0	4	0	1	1	0	1	0	0	0	1	1	3	1	0	1	0	0	0	0	0	4	1
FBgn0037992	3R	12121583	12128201	-	6619	1	0	3	0	1	0	0	0	2	2	2	2	1	0	0	0	0	1	4	3	0	0	2	0
FBgn0037989	3R	12068375	12090612	-	22238	54	17	157	33	67	33	54	32	62	168	114	170	10701	650	2946	7728	23892	9782	12407	8039	7432	5231	11976	12797
FBgn0037988	3R	12061070	12062944	-	1875	44	15	216	4	31	14	47	21	27	84	92	87	2	5	1	0	1	0	1	22	0	0	43	0
FBgn0037987	3R	12048253	12049213	-	961	18	3	116	0	13	24	37	16	12	42	43	59	0	3	1	0	0	0	0	11	1	0	14	0
FBgn0051358	3R	12027736	12031757	-	4022	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0037980	3R	12014943	12017031	-	2089	37	12	113	21	18	52	62	40	25	64	80	85	140	13	42	47	155	58	73	93	60	60	90	94
FBgn0037978	3R	12007476	12010434	-	2959	179	65	414	93	130	340	280	163	146	284	395	363	477	32	176	250	559	242	322	320	269	239	370	354
FBgn0051356	3R	12206575	12206646	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038000	3R	12222387	12224048	+	1662	20	7	177	3	22	26	45	27	20	64	49	93	1	8	4	0	0	0	0	34	0	0	24	0
FBgn0038003	3R	12229413	12230425	+	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0038008	3R	12254187	12256592	+	2406	3	4	54	1	8	7	4	9	8	23	10	25	1	2	0	0	0	0	0	14	0	0	8	0
FBgn0003651	3R	12258737	12302785	+	44049	2007	568	2367	776	1219	2872	2020	1267	1448	2004	3097	2485	1437	15	557	214	383	63	191	773	26	52	52	81
FBgn0038009	3R	12270890	12271300	+	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038011	3R	12311353	12313119	+	1767	0	0	2	0	2	3	0	0	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038012	3R	12323521	12325210	+	1690	50	9	118	15	19	16	52	27	24	59	79	105	11	1	0	0	1	0	1	23	0	0	15	1
FBgn0038017	3R	12360008	12363255	+	3248	97	23	34	87	35	72	62	31	27	26	49	61	33	13	11	27	38	14	160	41	16	5	12	11
FBgn0010038	3R	12371971	12372704	+	734	180	16	137	718	76	83	51	184	124	21	51	69	331	254	87	127	172	162	102	145	89	85	94	154
FBgn0010039	3R	12373068	12373813	+	746	24	15	65	29	17	49	49	20	23	48	72	44	1102	130	293	513	1293	894	1164	514	1056	968	1237	1310
FBgn0010040	3R	12374100	12374824	+	725	35	24	48	19	20	46	39	17	12	16	67	28	76	3	26	13	21	13	19	42	11	8	5	6
FBgn0010041	3R	12375733	12376572	+	840	36	4	9	50	14	37	15	7	28	14	18	17	80	35	29	101	102	41	88	110	43	54	34	31
FBgn0010042	3R	12377128	12377907	+	780	282	53	122	104	65	181	78	69	45	72	112	173	177	11	72	23	26	12	21	78	5	3	6	9
FBgn0010043	3R	12378500	12379255	+	756	5129	506	1912	2926	853	1826	1774	2520	685	1061	1339	4385	5032	125	2500	661	867	296	981	1618	117	110	185	386
FBgn0010044	3R	12380008	12380815	+	808	0	1	1	1	1	1	3	0	0	0	6	3	5	0	0	2	0	24	0	32	1	0	0	0
FBgn0038029	3R	12383336	12385624	+	2289	0	0	1	0	1	1	0	0	2	1	0	0	1	0	0	2	0	0	1	0	0	0	1	1
FBgn0053098	3R	12387188	12388794	+	1607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038038	3R	12406532	12408107	+	1576	3806	1273	4438	1893	2426	4461	5043	3192	2850	3659	5455	6320	3865	160	2343	634	1202	323	644	3304	130	146	250	183
FBgn0038039	3R	12408316	12411768	+	3453	244	75	295	64	157	176	282	145	118	186	326	317	852	108	293	466	1205	584	688	480	446	334	608	640
FBgn0082831	3R	12413828	12421251	+	7424	355	132	776	186	246	406	390	375	257	493	605	758	1350	149	517	882	2069	892	1234	940	623	411	821	717
FBgn0038043	3R	12422768	12423606	+	839	193	62	327	89	111	175	227	187	122	205	290	355	1023	107	326	574	1333	722	918	572	761	617	1112	1065
FBgn0038045	3R	12426578	12427877	+	1300	2	3	5	9	1	0	0	0	0	0	1	1	4	0	0	5	7	2	0	1	1	0	3	3
FBgn0038047	3R	12429560	12431235	+	1676	11	4	13	3	2	7	7	10	7	5	15	12	43	6	16	34	55	25	46	14	9	10	16	10
FBgn0038049	3R	12434098	12435643	+	1546	321	81	406	203	168	286	377	261	165	265	405	593	958	93	276	355	987	458	647	512	364	403	624	536
FBgn0043043	3R	12436248	12437857	+	1610	9	4	10	8	5	9	10	5	5	14	14	10	10	1	4	3	7	3	2	5	2	0	3	4
FBgn0029512	3R	12432533	12433822	-	1290	256	85	414	148	162	244	316	239	135	242	358	571	1407	107	422	615	1516	613	978	614	414	370	765	672
FBgn0038046	3R	12427795	12429282	-	1488	273	75	461	114	149	191	335	252	126	295	377	574	984	90	263	475	1076	506	652	488	312	287	566	499
FBgn0004103	3R	12423621	12425917	-	2297	1425	439	2053	639	912	1527	1800	1134	1013	1430	2095	2599	6316	618	1774	3664	9699	5144	5979	4080	6223	5202	8800	8640
FBgn0038042	3R	12421236	12422429	-	1194	2	0	13	0	3	4	4	0	3	6	1	5	8	2	1	2	3	3	2	3	1	0	4	1
FBgn0000455	3R	12411809	12413759	-	1951	226	75	326	137	125	255	243	205	161	231	338	375	954	96	329	549	1299	590	740	597	481	388	634	690
FBgn0038037	3R	12403340	12406028	-	2689	45	23	157	56	46	172	107	71	77	106	156	141	790	114	207	480	1130	637	752	956	532	435	625	575
FBgn0038034	3R	12396007	12398929	-	2923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038028	3R	12380869	12382691	-	1823	1	0	1	0	0	0	1	0	0	2	0	3	2	0	0	2	2	3	0	0	0	1	1	0
FBgn0038020	3R	12366163	12367564	-	1402	84	50	148	57	61	193	115	41	100	104	162	148	570	159	169	134	389	208	232	359	244	189	253	178
FBgn0042206	3R	12364776	12365735	-	960	101	141	496	65	177	765	365	181	114	258	533	168	348	11	124	24	61	18	30	330	10	14	20	27
FBgn0038018	3R	12363667	12364680	-	1014	2	3	17	0	4	13	8	3	1	2	13	5	1	0	0	1	0	0	0	2	0	0	0	0
FBgn0038016	3R	12352143	12356265	-	4123	267	85	575	158	207	297	359	304	271	393	445	621	1101	85	320	675	1608	669	904	654	466	414	679	657
FBgn0038014	3R	12350815	12352103	-	1289	1	1	3	1	1	1	1	2	0	0	1	0	5	2	0	3	3	5	3	3	3	1	1	3
FBgn0038013	3R	12348987	12350644	-	1658	120	39	181	47	76	135	155	104	96	141	160	211	479	53	117	225	484	213	347	214	173	140	264	227
FBgn0051432	3R	12322563	12322634	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038007	3R	12237138	12239266	-	2129	6	1	3	0	0	4	2	0	3	2	2	5	1	0	2	2	0	0	1	2	0	1	0	0
FBgn0038006	3R	12234980	12236904	-	1925	2	0	0	2	1	0	1	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0
FBgn0038005	3R	12232794	12234684	-	1891	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	2	0	0
FBgn0011270	3R	12231645	12232729	-	1085	4	11	108	1	15	22	29	11	14	39	37	38	0	6	2	1	0	0	0	19	1	1	16	0
FBgn0038001	3R	12223991	12225019	-	1029	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
FBgn0037999	3R	12219881	12221464	-	1584	141	38	114	55	59	102	125	66	60	115	155	142	273	23	107	75	219	61	148	102	26	19	34	25
FBgn0037998	3R	12213792	12219686	-	5895	244	98	516	106	197	333	362	241	196	361	509	465	799	71	284	441	1012	464	637	491	545	391	740	660
FBgn0037996	3R	12208159	12210360	-	2202	2	35	1	0	108	0	1	0	0	2	0	1	78	1	23	83	31	0	149	65	0	1	5	2
FBgn0038053	3R	12449296	12456355	+	7060	144	44	240	79	115	310	186	115	159	247	341	377	775	48	204	373	852	302	536	355	139	145	219	218
FBgn0038054	3R	12452464	12453196	+	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038055	3R	12456573	12458444	+	1872	139	41	148	66	53	97	121	87	41	102	117	211	292	32	97	141	333	134	218	135	140	90	203	184
FBgn0038057	3R	12460414	12462418	+	2005	77	29	90	44	59	97	102	84	42	81	110	156	250	17	91	135	295	129	228	123	79	61	153	139
FBgn0051354	3R	12502510	12504856	+	2347	9	1	0	9	0	6	8	1	0	21	3	8	5	0	5	6	6	6	7	6	5	1	3	7
FBgn0013278	3R	12505793	12508139	+	2347	63	8	3	7	25	45	61	2	0	169	56	73	18	8	5	13	27	33	12	30	12	10	12	56
FBgn0013279	3R	12509076	12511461	+	2386	40	5	2	20	16	28	36	2	1	69	33	42	5	5	5	11	17	21	8	17	3	2	11	34
FBgn0028374	3R	12526188	12529076	+	2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038065	3R	12628031	12630495	+	2465	572	210	1062	308	410	781	762	545	503	830	1118	1186	3931	356	1149	2096	5891	3199	3795	2364	3592	3218	5461	5581
FBgn0260444	3R	12630647	12633188	+	2542	140	45	199	66	85	147	161	129	91	152	197	228	395	44	116	201	407	221	261	196	183	128	249	235
FBgn0042207	3R	12633359	12634670	+	1312	0	0	1	0	0	2	1	1	0	3	7	0	4	4	0	1	3	1	1	0	0	1	0	1
FBgn0038067	3R	12634917	12636283	+	1367	2	0	0	0	1	0	0	0	0	0	0	1	5	0	0	3	7	2	5	1	0	3	0	2
FBgn0038068	3R	12636540	12637976	+	1437	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
FBgn0038069	3R	12638481	12640033	+	1553	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038071	3R	12648058	12652910	+	4853	1	0	3	1	0	1	0	3	1	2	3	2	7	0	0	3	7	3	10	1	0	0	0	0
FBgn0038072	3R	12654577	12660860	+	6284	18	8	12	14	16	34	42	20	6	30	35	5	18	2	7	6	26	7	28	12	11	17	20	7
FBgn0038073	3R	12662831	12673959	+	11129	0	0	3	1	0	0	1	0	1	0	3	0	5	2	0	3	3	2	6	11	1	0	0	0
FBgn0038074	3R	12674608	12676084	+	1477	4719	1586	7226	6399	2650	5906	6399	4854	5662	8612	7059	8533	9733	125	3472	809	1644	435	620	1693	115	472	432	302
FBgn0011745	3R	12691743	12694232	+	2490	445	140	594	257	248	469	525	441	317	458	634	869	2127	220	657	967	2478	1294	1699	1145	1513	1363	2342	2067
FBgn0038079	3R	12695129	12697379	+	2251	4	0	3	2	0	3	3	1	4	4	4	2	24	3	6	23	42	6	28	31	2	0	6	2
FBgn0016693	3R	12697322	12704875	+	7554	2964	593	2685	1693	1690	2400	2820	2245	1514	2321	3365	4318	6270	630	2192	3564	8562	4356	5029	4104	4534	3337	6430	6699
FBgn0038080	3R	12705094	12705818	+	725	76	22	98	58	53	104	101	85	57	77	114	170	435	48	141	180	390	180	271	202	116	115	265	188
FBgn0038082	3R	12739642	12741417	+	1776	65	19	78	53	30	135	77	20	123	42	216	85	328	0	14	16	58	70	8	3571	43	2	4	8
FBgn0038084	3R	12746036	12783216	-	37181	1	0	6	9	7	5	1	0	2	1	2	8	9	0	2	4	18	4	5	21	5	1	2	7
FBgn0038083	3R	12741958	12743680	-	1723	317	108	324	94	158	954	542	74	906	197	1480	323	640	185	172	146	727	188	132	744	23	41	30	29
FBgn0002719	3R	12713103	12722442	-	9340	24229	4260	20117	12381	8578	14877	15288	9343	12769	15117	24548	22380	40110	2291	13783	22049	54176	12340	23785	18289	3214	3580	5372	5060
FBgn0002905	3R	12705523	12712299	-	6777	208	34	525	81	153	70	218	153	76	281	211	346	417	28	116	407	682	243	280	379	105	81	206	154
FBgn0038078	3R	12694229	12694842	-	614	3	0	23	0	4	13	8	1	7	11	12	11	0	1	0	1	1	0	0	8	1	0	3	0
FBgn0051347	3R	12691733	12692597	-	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0005355	3R	12689873	12691468	-	1596	106	45	218	60	81	118	155	102	95	134	167	203	625	60	193	316	747	280	419	294	248	203	372	338
FBgn0001296	3R	12682186	12689367	-	7182	36	20	93	30	41	147	100	54	59	81	155	64	734	75	272	1098	1130	427	524	324	55	42	75	83
FBgn0038076	3R	12679279	12681375	-	2097	1	0	2	4	3	2	4	1	1	10	0	12	4	3	0	0	3	0	4	3	0	0	0	1
FBgn0026207	3R	12676487	12679052	-	2566	203	62	444	98	114	154	250	235	136	228	301	492	661	67	230	356	788	350	477	346	200	163	359	282
FBgn0038070	3R	12640163	12642482	-	2320	0	0	0	0	1	0	1	0	0	1	0	2	0	1	0	1	0	0	2	0	1	0	0	1
FBgn0005671	3R	12623762	12627829	-	4068	1663	577	3364	1108	1107	1894	1940	1860	1159	1990	2524	3060	6412	1458	1887	3978	9713	5200	5286	5102	4123	3295	6086	5750
FBgn0052865	3R	12475336	12478267	-	2932	1	0	1	0	1	0	2	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	3	0
FBgn0013277	3R	12465453	12467776	-	2324	0	7	3	2	10	7	13	4	1	42	24	14	0	1	1	2	3	2	0	5	0	2	0	13
FBgn0038058	3R	12462562	12465298	-	2737	62	14	117	51	38	64	83	45	34	69	120	105	393	30	119	224	677	382	345	305	538	414	759	758
FBgn0038056	3R	12458421	12460294	-	1874	144	39	167	93	101	195	215	153	99	111	149	244	419	41	168	191	371	156	280	213	99	104	172	167
FBgn0038051	3R	12437817	12439139	-	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038089	3R	12891956	12893158	+	1203	0	1	7	0	1	2	2	1	2	0	4	3	0	0	0	0	0	0	0	2	0	0	1	0
FBgn0038092	3R	12916056	12934813	+	18758	1	1	8	0	2	4	1	2	2	2	2	9	3	0	1	0	4	0	0	4	0	2	1	1
FBgn0038090	3R	12910120	12911292	-	1173	0	0	17	0	5	12	7	0	3	6	8	3	0	2	0	0	0	0	0	7	0	0	1	0
FBgn0038088	3R	12855544	12859246	-	3703	15	17	103	3	27	18	69	19	15	66	87	64	449	89	57	185	1069	835	786	619	1373	1113	1652	1562
FBgn0051345	3R	12811145	12817029	-	5885	0	0	0	0	0	1	0	0	0	1	0	1	3	0	1	4	5	0	0	3	2	0	0	1
FBgn0038095	3R	12963791	12965923	+	2133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038099	3R	12978000	12980535	+	2536	2	0	5	0	0	1	0	0	1	0	6	2	168	25	59	148	247	120	135	85	46	19	41	38
FBgn0038100	3R	12980792	12985488	+	4697	441	79	712	75	109	985	243	127	174	483	420	538	500	55	139	220	634	421	458	472	632	513	1038	877
FBgn0051342	3R	12986041	12991543	+	5503	91	28	220	15	47	39	77	57	52	110	148	188	598	38	165	418	1283	556	699	475	534	395	674	728
FBgn0038106	3R	12995620	12996925	+	1306	138	42	168	76	81	109	143	117	75	137	141	239	453	50	140	176	447	182	298	197	175	131	265	230
FBgn0038108	3R	12998089	13008404	+	10316	660	183	1246	326	442	516	645	622	466	886	1094	1393	1839	221	660	1144	2995	1329	1558	1405	986	631	1225	1140
FBgn0038109	3R	13009895	13011086	+	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002354	3R	13030913	13031598	+	686	60	13	59	44	35	45	67	44	46	44	73	109	145	11	59	63	118	46	109	58	39	32	64	53
FBgn0003308	3R	13032528	13038020	+	5493	194	131	649	109	213	701	403	261	260	346	512	331	313	28	120	121	151	59	70	195	14	8	22	15
FBgn0038113	3R	13038375	13040184	+	1810	3	0	3	4	8	7	5	0	2	3	13	4	3	0	2	1	4	1	2	11	0	0	0	1
FBgn0038114	3R	13042050	13044086	+	2037	1	0	0	0	1	3	0	1	0	1	1	0	11	0	3	6	2	3	10	7	2	0	0	8
FBgn0001217	3R	13044759	13047388	+	2630	146	50	616	38	95	106	181	96	109	307	309	474	115	18	85	104	151	122	127	212	35	37	138	44
FBgn0051157	3R	13047731	13049294	+	1564	180	29	147	40	76	252	165	164	169	105	237	435	1079	73	440	552	1488	470	1000	453	302	295	571	461
FBgn0004666	3R	13057755	13078124	+	20370	3	1	10	0	1	2	9	3	3	3	11	6	1	0	0	1	0	2	1	0	0	1	3	2
FBgn0038118	3R	13088651	13163876	+	75226	120	29	149	70	78	95	180	120	64	112	186	219	435	36	160	404	790	274	480	281	139	77	191	187
FBgn0038115	3R	13049398	13051453	-	2056	15123	4241	17629	6948	8257	29790	23532	18157	17683	14239	26932	30007	11274	361	11364	2085	5685	1683	4174	4235	641	698	928	755
FBgn0003450	3R	13040165	13042770	-	2606	2	0	4	0	1	2	2	0	2	1	4	0	1	0	0	1	2	0	3	2	1	0	1	1
FBgn0038110	3R	13008384	13011310	-	2927	88	26	172	51	58	132	116	78	75	165	176	202	370	37	123	174	401	193	305	203	132	120	213	229
FBgn0038107	3R	12996876	12997726	-	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038105	3R	12993395	12995147	-	1753	633	143	696	624	384	656	776	744	434	657	811	1181	699	13	415	67	171	48	139	224	132	150	174	159
FBgn0041710	3R	12991449	12993201	-	1753	103	25	150	54	86	346	159	105	155	358	419	443	2352	214	435	727	4057	2852	2562	1522	4948	4942	8259	7836
FBgn0038102	3R	12987376	12988511	-	1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038098	3R	12967775	12977471	-	9697	2	1	0	1	3	0	1	0	0	0	4	0	119	26	17	105	297	606	186	622	468	292	344	286
FBgn0040493	3R	12950042	12967712	-	17671	504	153	757	217	339	703	600	518	236	433	675	871	1726	143	592	1031	2313	1038	1399	1041	621	498	873	759
FBgn0038097	3R	12965938	12967712	-	1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038122	3R	13181304	13182154	+	851	1	2	31	0	1	5	6	1	3	3	6	9	0	0	0	1	0	0	0	0	2	0	11	0
FBgn0038124	3R	13188519	13189568	+	1050	1	0	12	0	0	2	5	0	1	1	2	3	0	0	0	0	3	0	0	1	0	0	1	0
FBgn0038125	3R	13191599	13192509	+	911	15	0	74	0	10	6	13	7	5	25	25	32	1	2	2	2	0	0	0	14	0	0	10	0
FBgn0040551	3R	13260356	13262227	+	1872	171	46	66	72	56	350	97	61	64	96	123	135	401	73	160	213	637	534	396	295	651	568	917	880
FBgn0003598	3R	13264364	13270038	+	5675	192	49	384	88	137	210	219	178	149	230	267	466	664	37	207	446	991	407	615	401	268	195	425	334
FBgn0038130	3R	13279721	13284527	+	4807	21	4	19	53	8	23	13	20	17	81	14	53	235	5	99	127	176	13	265	123	34	5	30	47
FBgn0038133	3R	13290629	13291846	+	1218	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038135	3R	13294748	13298288	+	3541	1	4	2	0	2	0	0	1	0	1	2	1	75	73	3	101	38	1586	12	521	10	1	0	8
FBgn0038136	3R	13298768	13302334	+	3567	0	0	0	0	0	0	0	0	0	0	0	0	68	4	1	50	6	415	5	546	13	0	2	7
FBgn0052473	3R	13302648	13312785	+	10138	445	157	928	268	310	479	614	441	352	616	762	913	1298	185	401	711	1565	716	1017	758	533	418	824	685
FBgn0038140	3R	13338330	13345106	+	6777	0	0	7	7	1	0	0	0	11	6	0	0	1	0	0	0	1	1	3	2	0	0	0	0
FBgn0045442	3R	13353673	13355413	+	1741	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	15	0	8	3
FBgn0027610	3R	13364938	13369278	+	4341	2485	318	1230	1846	790	1411	1458	1157	927	1298	1923	3059	2081	140	839	552	1430	595	895	739	495	500	843	653
FBgn0038142	3R	13369648	13370346	+	699	3	0	0	2	0	1	4	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	1
FBgn0038144	3R	13379842	13381509	+	1668	3	0	6	0	0	0	2	0	1	4	1	1	2	1	1	10	4	7	3	3	9	12	9	7
FBgn0038145	3R	13382106	13385283	+	3178	3128	932	3848	1593	1901	3228	3451	2129	1401	2710	3460	5099	8096	662	2494	3986	9717	4063	5535	4424	3577	3441	5713	6020
FBgn0038148	3R	13397835	13398583	+	749	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
FBgn0041711	3R	13409543	13415286	-	5744	0	0	12	0	0	0	3	0	0	2	3	0	27	0	1	3	18	0	2	1	1	2	8	1
FBgn0038151	3R	13405109	13406998	-	1890	0	0	2	0	0	0	0	0	0	1	1	0	88	0	10	39	69	0	30	11	6	0	6	6
FBgn0038150	3R	13403423	13404870	-	1448	1	0	2	4	1	0	0	0	0	3	0	0	2	0	1	0	0	1	0	0	0	0	0	0
FBgn0038149	3R	13398526	13401862	-	3337	238	70	247	99	68	164	330	133	104	222	376	221	322	32	101	124	382	135	282	201	168	203	280	284
FBgn0040553	3R	13396694	13397140	-	447	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038147	3R	13389059	13395197	-	6139	1676	460	2513	759	1039	1881	1936	1061	1066	1691	2374	2459	1618	50	715	261	519	74	238	780	36	73	76	58
FBgn0038146	3R	13385648	13388709	-	3062	427	109	515	344	311	487	644	607	198	341	420	1005	1353	109	500	778	1529	569	940	714	375	214	531	574
FBgn0044511	3R	13381276	13381809	-	534	37	15	31	20	14	36	33	41	27	40	40	72	115	42	36	45	74	32	40	40	40	53	101	73
FBgn0038143	3R	13373104	13379775	-	6672	7	1	8	1	4	5	9	1	12	6	19	10	59	7	6	7	18	31	14	11	38	72	30	29
FBgn0023495	3R	13370240	13371904	-	1665	23	2	26	39	10	19	26	17	10	15	70	40	19	0	5	1	6	1	0	8	2	0	4	3
FBgn0038134	3R	13292052	13293198	-	1147	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0
FBgn0038132	3R	13287655	13288813	-	1159	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
FBgn0038129	3R	13269137	13272011	-	2875	175	124	480	66	210	431	424	543	322	536	608	727	467	23	140	171	411	131	207	287	117	129	198	204
FBgn0038128	3R	13262733	13264061	-	1329	60	17	104	26	38	55	58	45	31	52	77	93	119	11	39	62	107	64	83	73	45	36	86	46
FBgn0000024	3R	13222951	13259517	-	36567	44	42	131	18	33	99	50	49	53	94	132	90	119	0	49	22	50	41	37	108	10	3	9	10
FBgn0038127	3R	13219644	13220578	-	935	8	10	42	0	2	11	9	5	11	20	10	11	0	3	1	0	0	0	0	5	0	0	10	0
FBgn0038126	3R	13208754	13214465	-	5712	1	4	5	12	0	2	1	2	9	24	3	10	75	1	35	42	83	9	77	48	4	0	12	5
FBgn0038123	3R	13185526	13186496	-	971	2	2	36	0	7	7	8	2	6	11	20	10	2	2	0	0	1	0	0	4	0	0	9	0
FBgn0038153	3R	13420279	13423140	+	2862	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3
FBgn0000046	3R	13425983	13428375	+	2393	9	16	327	24	5	26	24	20	115	105	38	25	4854	513	1703	1864	7712	1739	7009	3847	678	151	617	348
FBgn0038158	3R	13587997	13588725	+	729	10	2	31	3	1	15	25	7	5	12	25	34	0	3	0	0	0	0	0	7	0	1	3	1
FBgn0038159	3R	13591632	13592657	-	1026	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0051337	3R	13543966	13545400	-	1435	5	1	26	0	3	4	3	0	1	9	3	3	4109	462	925	2085	4418	1640	2591	1160	251	218	365	342
FBgn0038157	3R	13522951	13523535	-	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
